Primary ID,Species,Type,9.98,9.94,9.9,9.86,9.82,9.78,9.74,9.7,9.66,9.62,9.58,9.54,9.5,9.46,9.42,9.38,9.34,9.3,9.26,9.22,9.18,9.14,9.1,9.06,9.02,8.98,8.94,8.9,8.86,8.82,8.78,8.74,8.7,8.66,8.62,8.58,8.54,8.5,8.46,8.42,8.38,8.34,8.3,8.27,8.23,8.19,8.15,8.11,8.07,8.03,7.99,7.95,7.91,7.87,7.83,7.79,7.75,7.71,7.67,7.63,7.59,7.55,7.51,7.47,7.43,7.39,7.35,7.31,7.27,7.23,7.19,7.15,7.11,7.07,7.03,6.99,6.95,6.91,6.87,6.83,6.79,6.75,6.71,6.67,6.63,6.59,6.55,6.51,6.47,6.43,6.39,6.35,6.31,6.27,6.23,6.19,6.15,6.11,6.07,6.03,5.99,5.95,5.91,5.87,5.83,5.79,5.75,5.71,5.67,5.63,5.59,5.55,5.51,5.47,5.43,5.39,5.35,5.31,5.27,5.23,5.19,5.15,5.11,5.07,5.03,4.95,4.91,4.87,4.83,4.79,4.75,4.71,4.68,4.64,4.6,4.56,4.52,4.48,4.44,4.4,4.36,4.32,4.28,4.24,4.2,4.16,4.12,4.08,4.04,4,3.96,3.92,3.88,3.84,3.8,3.76,3.72,3.68,3.64,3.6,3.56,3.52,3.48,3.44,3.4,3.36,3.32,3.28,3.24,3.2,3.16,3.12,3.08,3.04,3,2.96,2.92,2.88,2.84,2.8,2.76,2.72,2.68,2.64,2.6,2.56,2.52,2.48,2.44,2.4,2.36,2.32,2.28,2.24,2.2,2.16,2.12,2.08,2.04,2,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.13,1.09,1.05,1.01,0.97,0.93,0.89,0.85,0.81,0.77,0.73,0.69,0.65,0.61,0.57
C1,L. coniforn,Stingless bee,0.0161817,-0.00358643,0.0130281,-0.00469664,-0.0200946,0.0103072,0.00113194,0.00260771,0.00517381,0.00280899,-0.00762077,-0.00308726,-0.0034753,0.00936013,-0.00607852,0.0103505,-0.00999423,0.00231427,0.015096,-0.0119784,1.24812,0.43818,0.00209075,-0.00258432,0.00406551,0.0129329,-0.0198967,-0.103126,0.884265,-0.0117609,0.00922489,-0.0102161,0.0160538,-0.0164398,0.0126888,-0.00558171,0.00202819,-0.0966706,0.643693,-0.00999418,0.00921686,0.00235229,-0.00985752,-0.0414653,0.029806,-0.0154456,-0.0629646,0.0524043,0.0210307,0.00204528,0.0109765,-0.0111268,0.0132097,-0.0180396,-0.00732622,0.0107237,0.0225043,0.0212775,-0.0597974,0.0185206,-0.00829912,-0.00319734,-0.010433,0.0472904,110.837,63.8648,250.972,13.5436,4.43781,-0.097445,4.15251,0.00894307,0.0141891,0.00131866,-0.0077385,0.00611453,-0.0056478,0.0822987,0.184244,0.0692638,-0.0190676,0.0113177,-0.0114498,0.00466749,-0.00827734,0.0193713,-0.00732733,0.0663768,-0.106912,0.0554345,-0.0203129,0.0090625,-0.00720457,-0.00471529,-0.00146365,-0.0044462,0.0208186,0.0107338,-0.011031,-0.0195114,-0.0495294,0.00692848,0.0725999,-0.00384093,0.0146036,0.00349102,-0.0481101,0.0163831,0.034247,-0.0181712,0.00656114,-0.0261922,0.084068,6.1114,40.1964,31.516,125.756,323.137,30.5561,77.3184,525.048,15.8954,16.792,42.1153,1.12373,715.209,39.9644,1.11594,6.75225,9.06151,5.21076,6.70973,5.83679,85.0092,744.571,13.1943,11.3823,16.1553,1.89188,12.7998,11.6312,104.023,50.1306,119.101,186.563,155.614,1706,4577.99,1978.32,3165.21,3898.12,3239.37,8007.47,8788.41,6168.05,10219.7,8857.03,8749.57,1082.21,802.681,4593.76,3993.25,1561.51,4023.97,5038.53,654.287,482.107,141.527,383.722,359.223,3.51932,83.7221,26.8465,7.38091,0.111482,-7.69E-11,-7.69E-11,-0.0352336,4.183,0.0421522,0.265748,16.1639,0.877105,1.19982,1.78665,18.9871,8.63538,19.9732,46.5179,32.0376,13.8312,1.96901,-0.08715,0.000727684,3.56941,58.0777,33.7805,19.5809,13.8766,11.1789,16.0448,892.82,2.04286,4.99116,2.61864,0.459357,-0.0427045,0.0848037,-0.0021003,-0.0762633,-0.0429298,0.754705,44.1547,47.1187,13.1021,580.749,753.443,7.38616,12.857,15.4123,20.07,4.06548,4.29774,3.56948,12.0546,4.32055,0.00644434,0.0174462,-0.0530623,0.0430353,0.000608991,-7.74E-11,-7.74E-11,-7.74E-11,-7.74E-11,-7.74E-11
C2,T. apicalis,Stingless bee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111599,2.35467,-0.0486818,0.00784856,1.55E-15,1.55E-15,1.55E-15,1.57E-15,1.57E-15,1.57E-15,0.000317544,-0.000298865,9.89E-06,1.55E-15,1.55E-15,1.55E-15,1.55E-15,1.55E-15,1.55E-15,1.55E-15,0.0122968,3.5054,0.0132213,-0.00132005,0.00132005,0.00539753,0.00477308,0.00555208,28.5817,15.1263,63.3223,1.42354,0.0316494,-0.362284,6.66311,0.0110203,-2.51E-13,-2.51E-13,-2.51E-13,-2.51E-13,-2.51E-13,0.107158,7.48968,0.136,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-2.53E-13,-8.63E-05,0.000130377,-0.00497527,0.0791177,4.1209,5.99004,7.74832,19.1507,62.9836,7.09493,127.973,1063.52,-0.10183,4.8638,30.8201,0.0830043,413.761,42.907,4.5636,3.1889,4.74267,-0.179416,9.62005,17.0465,171.921,1752.64,11.4352,11.9688,40.1615,36.7877,31.4744,24.2703,49.0913,35.4245,63.5761,98.9094,156.324,1674.31,3429.56,2361.03,2250.93,3271.6,2531.24,8025.82,7085.11,7451.68,8330.23,9669.36,8471.35,1408.97,666.344,4294.4,3214.19,2347.76,3757.46,5014.08,1264.7,536.358,68.7489,864.999,977.129,27.2952,46.3296,14.5849,18.9721,2.48306,0.175994,-0.144518,0.0897002,-0.183932,0.115967,11.3907,0.0805216,-0.104175,0.763471,0.46678,0.0154812,37.1962,27.6859,13.6742,90.6276,23.2372,0.738608,-0.190898,0.047624,8.42354,106.173,60.851,49.1181,21.0103,1412.32,121.734,25.4211,10.47,0.74394,1.63073,17.4242,1.65379,15.7924,1.75218,0.0414081,-0.0570115,0.744607,126.239,150.395,29.3299,1226.56,1034.07,85.797,52.1601,743.613,77.1414,27.2448,23.1529,30.1622,72.763,63.2292,4.48663,-0.0975053,0.0124196,-0.0457735,0.0125296,0.0555372,-0.0164771,0.00238509,-0.0343924,0.00880216
C3,H. itama,Stingless bee,0.00010912,0.00410948,-0.00154178,0.00831864,-0.0120112,0.00188433,-0.00247525,0.00118554,0.00682129,-0.0130376,0.00793376,-0.0215969,1.28931,-0.00551134,-0.000276245,-0.00541181,0.00330734,-0.00485806,-0.00283324,0.018973,0.076408,-0.0796946,0.00521396,-0.00724952,0.00342225,-0.00290185,-0.00863945,-0.0507348,0.0571769,-0.00151728,0.00149629,0.00511476,-0.00626644,0.000143636,0.00137582,0.00502699,0.00481985,-0.130568,1.03505,-0.0157432,0.00806108,-0.00712662,-0.000187219,-0.0187653,0.014577,-0.0461782,0.0180589,0.083686,-0.0531121,0.00956496,-0.0100878,0.0100416,-0.00294973,-0.0104936,0.00784921,-0.00348023,0.000601918,0.013134,-0.0217945,0.0108571,0.0666694,1.80146,0.0524491,0.0540112,24.0081,23.0876,77.7078,2.72563,0.0914772,-0.0343408,1.20537,-0.00293998,-0.0171799,0.0266719,-0.0404055,0.0125345,0.00162704,0.0654668,1.91954,0.0106744,0.0204969,-0.00698868,0.497931,1.62007,-0.012965,-0.0108224,0.00598536,0.0193231,-0.0469348,0.030836,-0.00469911,0.00517323,-0.0211981,0.019172,-0.00146356,-0.00786847,0.00686146,-0.00802429,0.00405531,-0.0191908,-0.00397294,0.0166343,-0.00419413,-0.00389029,0.030048,-0.00628494,-0.0241186,0.0158173,-0.0111546,-0.000571958,-0.00848992,0.0141464,0.0679807,2.20577,10.2986,9.86771,32.1043,171.458,16.1376,100.022,682.09,15.7424,7.44932,39.4691,1.38171,641.988,17.8563,-0.428263,6.38386,7.78797,8.92835,18.2317,31.2691,131.357,1066.63,30.8255,31.8379,63.9458,76.404,79.2819,50.037,101.93,76.3723,113.538,181.382,217.337,1696.76,4491.65,2584.95,2679.22,4202.69,3102,8179.22,8086.58,6721.39,9403.91,9560.01,8866.69,1026.69,670.065,4581.95,4175.51,1627.97,3595.24,5166.65,939.389,397.203,103.862,494.168,578.516,18.5486,28.5319,8.72331,3.95216,0.0520573,-0.0203239,0.0527489,-0.238114,0.76859,-0.0725338,0.997902,0.179786,4.55036,-0.185841,0.0029447,0.114577,1.32101,-0.0786325,5.2619,17.3082,7.43957,-0.000158688,-0.00948828,0.00515787,26.9026,129.383,99.1455,15.8001,3.43867,6.30055,0.0643612,514.307,3.92194,3.96508,0.12017,-0.126191,-0.0561262,0.047769,-0.0189936,-0.000982269,-0.189593,0.0435054,59.9709,220.584,29.8497,305.297,742.97,3.74989,5.21436,2.16353,7.43815,-0.121461,2.64243,0.137575,8.46625,4.67758,0.0133149,-0.0178789,0.0190622,0.00489822,-0.00181079,-0.00179774,0.00648444,0.000304424,0.00464288,-0.010608
C4,H. itama,Stingless bee,-0.00908461,1.53E-05,0.0050548,0.0046178,-0.00140355,0.00568114,-0.00854741,-0.00197452,0.000477982,0.0082305,-0.00396422,-0.0031415,0.005831,-0.0199028,0.0195161,-0.0120369,0.00692906,-0.00899576,-0.000981697,0.024413,-0.00882899,0.00830658,-0.00904967,0.00290305,-0.0233963,0.00792504,0.0105762,-0.0126116,0.00464596,-0.00242907,0.0101967,0.00538674,4.51E-05,0.00327312,0.004969,-0.0143538,0.0177906,-0.0857101,0.00571499,0.00843392,0.00985648,-0.0282341,0.00255296,-0.0151906,0.0179638,-0.0579388,0.0380912,0.0297614,0.0122444,-0.013241,0.216374,-0.234876,0.0253672,-0.00463186,-0.0116544,-0.0191926,0.0101868,-0.031823,0.0435092,-0.0048103,0.00174121,-0.0148416,-0.00431912,0.0196123,5.29326,6.20204,25.0909,1.15893,0.0255639,-0.0699832,1.22059,0.120988,-0.0664607,-0.0866665,0.07524,-0.011384,0.0216874,0.0415049,0.971561,0.0892273,0.0146703,-0.0184432,-0.00673206,-0.00539315,0.0132944,0.0331442,-0.0407425,0.0135836,0.00459997,0.00144801,0.00299393,-0.00059372,-0.000866912,-0.0146579,0.0098061,-0.00640578,0.000971536,0.00702315,-0.0165387,0.00482016,0.0127626,-0.00771851,0.00220353,0.00596683,0.0119563,-0.0155961,0.00355758,0.00642546,-0.00619898,-0.00163914,-0.0124163,0.0111646,0.143254,5.4615,16.0722,19.5412,21.1377,126.808,7.843,70.6364,1524.9,0.861883,0.19637,21.2701,0.192422,336.585,14.6762,-0.0289675,2.54099,0.166723,-0.375121,13.0471,3.62115,124.421,2506.95,33.795,24.3251,25.0173,0.124215,5.04617,2.36097,24.0363,19.5318,30.4461,96.5093,150.509,1364.92,3835.38,3850.62,1673.16,4258,2068.64,7789.13,6625.16,7938.49,6217.03,11428.4,7579.23,1360.45,858.87,4927.98,3847.92,3135.3,3402.48,5882.35,1900.75,426.194,77.7312,1159.46,1271.16,4.68314,16.0537,-0.334613,1.32647,0.116721,0.0227455,-0.0177173,-0.00150864,0.0216121,-0.00848619,2.98011,-0.224326,0.0770894,0.014909,0.0116724,-0.141106,0.222815,0.820438,13.4926,21.8402,5.81035,-0.00163215,-0.0213761,0.0131874,1.05594,21.1941,21.9444,9.51724,-0.334284,1.51573,-0.916627,277.066,0.591014,0.010441,0.146005,-0.00653227,-0.141125,-0.063765,0.0693016,0.00405517,-0.0936925,-0.435414,30.9748,17.0228,7.41027,41.2999,413.441,4.96715,7.23516,339.49,30.4649,3.73146,3.31203,6.68397,20.6012,16.3813,-0.0750938,0.0308755,0.0136563,-0.00881782,-0.00500707,0.00148365,-0.00709993,0.00906031,-0.00722802,-0.0013663
C5,H. itama,Stingless bee,-0.01112,0.00249052,-0.00387209,0.00249243,-0.00231831,0.00832375,0.00621343,-0.00997609,0.00265709,0.00105291,0.00668617,-0.0162637,0.0197086,-0.00953344,0.00745993,-0.0110797,-0.0014129,-0.00219337,0.00913566,-0.00974341,0.0919048,-0.0574289,0.00169438,0.00641829,-0.00226358,-0.0124307,0.0306819,-0.135595,0.103022,0.0057928,0.00499178,0.0022174,0.0026028,-0.0141058,0.024538,-0.0118732,-0.00398967,-0.0190396,0.7614,-0.00224072,-0.00817071,0.00529887,0.00526159,-0.0393137,0.0261458,-0.0180723,-0.0159024,0.0263268,0.0131556,0.00839852,-0.00297778,-0.00873617,0.0115161,4.79E-06,-0.0105014,-0.0178416,0.00679085,0.164276,-0.162662,0.0111937,-0.000235638,-0.0148046,0.00149034,-0.0596899,155.066,95.4184,364.004,37.2524,15.0784,-0.182782,5.90108,0.0306722,-0.0131933,-0.00161219,-0.00439745,-0.00131594,0.0192457,0.0554777,4.47588,0.011569,-0.0203021,0.00458227,-0.00141608,0.0370762,-0.00794285,-0.0108623,-0.0141322,-0.00407767,0.00803326,0.00208114,0.0187532,-0.035554,0.0182524,0.00723997,-0.00226243,-0.00985154,0.0175558,-0.00261168,-0.00790482,0.00337462,-0.0514589,0.0200131,0.0340666,0.0110153,-0.000336217,0.000313269,-0.00183324,6.38E-05,-2.22E-05,2.00E-05,1.15E-07,-0.00635248,0.0751217,2.28516,44.0103,39.583,79.4449,196.298,10.4404,65.0632,708.696,8.65491,4.52105,25.1865,-0.0757857,624.763,35.5047,2.54356,5.72628,4.83285,5.61056,10.1164,11.3835,111.564,1094.86,26.765,26.4066,47.8133,37.531,66.664,24.7394,54.854,38.914,94.635,183.714,136.843,1732.93,4468.39,2338.38,2687.36,3943.73,2937.24,8066.13,8100.23,6898.48,9293.22,9229.16,8794.83,1016.75,680.297,4597.23,3788.02,1823.35,3872.86,5013.32,863.566,521.634,152.997,558.473,536.732,9.54998,118.165,34.2698,0.674283,0.0791753,0.0714424,-0.0130811,1.67722,16.0763,0.262861,5.16626,-0.0328002,0.00676731,-0.066454,0.0520201,0.0789498,4.95995,21.2263,0.693102,31.5709,10.0723,0.25846,1.18531,-0.0637233,12.1984,96.5275,48.4644,19.8532,24.5595,15.6773,1018.91,27.8708,2.47298,9.81108,-0.111163,0.1091,-0.116659,0.107353,0.0131443,-0.162382,0.129212,2.3585,73.5463,95.6356,7.9085,557.085,570.403,5.71818,10.9018,10.7384,16.8906,0.317875,4.78206,7.09373,16.7808,6.9175,-0.0522338,0.00942733,-0.0199057,0.0164233,0.00249366,0.00570555,-0.00318635,0.0064153,-0.00837006,-0.00275449
C6,G. thoracica,Stingless bee,-0.00447004,-0.00943219,0.015113,-0.0230961,-0.00175794,-0.0162325,0.0299848,-0.000957754,-0.0133144,0.0164026,-0.00545589,0.00314813,-0.0128506,0.00788185,0.00284596,-0.0127852,0.0135232,0.0033272,-0.0131034,0.00158224,0.0119576,0.00368545,-0.0210768,0.015884,-0.000658979,0.00219589,-0.00378426,-0.0264159,0.0309741,-0.00249201,-0.0142404,0.00425006,0.0140655,-0.0156631,-9.11E-05,0.0109814,-0.0120282,-0.177907,0.143653,0.00113823,-0.00663116,0.0046649,0.00224053,0.000516353,-0.00566621,-0.0302689,0.034944,-0.00452878,0.0055174,0.0194617,-0.0349283,0.0195718,-0.00256294,0.00340657,0.00782356,-0.0263366,-0.00365139,0.0137322,-0.00727475,0.00277899,0.00618578,0.00755448,-0.014159,0.061093,10.97,5.37621,29.2644,3.6892,-0.103161,-0.297576,3.14833,0.0611309,-0.00175531,0.00813037,-0.0291952,0.0118438,0.00505209,0.0974982,0.400047,0.068155,0.0227518,-0.00778164,0.00438593,0.0088305,-0.0037305,0.00294427,-0.000427358,0.000146625,1.18E-06,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,1.25E-13,0.0236417,-0.00528278,12.218,9.69603,23.1078,131.337,5.07073,45.8617,349.573,11.8317,16.502,51.5445,0.651054,933.714,44.7167,1.69105,8.71536,2.61389,1.95231,3.30165,5.8282,82.5801,535.787,9.80054,10.9378,17.3571,6.12645,12.5142,10.4125,30.3747,27.3118,41.3965,96.089,91.3556,2067.7,5142.8,1321.06,3720.5,3721.04,3680,7891.09,9218.54,5524.24,11135.3,8490.07,8935.82,1132.83,487.515,4280.02,4403.07,1016.15,4626.06,5399.05,497.919,417.958,76.3965,292.519,256.361,-0.00877944,13.096,3.75156,0.051272,0.0744226,0.0704745,2.85351,-0.232943,0.98239,-0.121627,0.0565073,-0.134158,0.0260854,-0.00303079,-0.0280962,0.0541674,0.0158678,0.00608865,1.36568,0.00707627,-0.00652144,0.0406657,-0.0484314,-0.0959257,11.0316,69.1955,26.7419,2.17566,0.0877652,14.499,114.885,591.223,0.0599453,85.0087,24.7285,-0.0261964,0.0419002,0.0129964,-0.00236605,0.0115916,-0.0438143,-0.172776,24.3829,76.8231,34.1175,305.116,514.507,26.1235,52.7053,769.602,46.9439,7.5821,-0.158672,-0.0453183,0.0825644,-0.0541856,0.0498746,-0.0774812,0.00245536,0.0147484,-0.00743644,-0.00292785,-0.0029173,0.00193682,0.008072,0.000950957
C7,H. itama,Stingless bee,0.00166732,0.00133478,0.0123687,-0.0175737,-0.000290706,0.0123481,0.00752023,-0.0118056,0.00918758,-0.0206965,0.00280919,-0.0212242,22.7549,-0.363533,-0.00394766,-0.0567572,0.0672989,-0.00141882,-0.000481757,-0.00971475,0.0110428,0.00815438,-0.00690426,-0.0114785,-0.00400948,0.00512347,0.0135258,-0.00912249,0.00624067,0.00278327,-0.0117247,0.0095503,-0.0065886,0.0216162,-0.0250643,0.0135522,-0.0122995,-0.459826,0.332533,0.014519,-0.00163686,-0.0125928,0.00796168,-0.00772708,0.00580898,-0.142518,0.145804,-0.00552809,-0.00157778,0.0191769,-0.0245945,0.00947855,0.0594382,-0.0752547,0.0185678,-0.0055726,-0.00940675,0.0121874,-0.0137807,-0.00472957,0.262366,29.1223,0.147827,0.0455495,0.00867549,0.0074791,0.00906032,-0.0228504,-0.00326821,0.00529838,-0.0191707,0.0413842,-0.0239796,0.00887614,0.00265958,-0.0163826,0.0132159,0.00825365,-0.000481392,-0.0759396,0.11261,-0.0341824,9.1808,11.8315,-0.0342626,-0.00799607,0.0170834,-0.0108272,-0.00736658,-0.0235979,0.114295,-0.0809903,0.0316,-0.00627475,-0.01594,-0.00209134,-0.00229404,-0.00541825,0.00573961,-2.91E-06,1.16E-14,1.16E-14,1.16E-14,0.000832901,-0.000832901,1.16E-14,-0.000593481,0.000643755,-0.00192116,0.00192116,1.16E-14,0.0353781,0.253137,4.68348,3.64704,1.93252,14.7507,962.248,17.1141,113.677,2116.28,0.842073,-0.648627,22.8453,-0.41573,0.0821297,0.0149495,-0.10449,-0.122616,0.707583,-0.604049,7.8486,89.1905,316.263,3300,20.4767,22.084,59.2931,18.2742,18.0012,37.5631,128.562,8.28192,86.7918,142.52,219.75,704.814,2204.41,3775.55,1512.66,4191.93,2654.06,7286.43,6499.1,7666.45,4013.59,12282.5,5677.31,1876.08,1909.15,5230.71,3285.57,4028.4,2760.17,6203.94,2424.2,445.274,281.164,1579.86,1593.01,0.221281,14.8088,1.53655,1.07953,4.25466,15.1246,1.80834,2.87544,7.68502,14.165,31.2858,234.466,114.349,16.0691,102.941,258.869,16.3704,0.124338,9.83959,0.234007,-0.00434542,0.0202085,-0.00188934,6.82909,3.94257,20.5942,25.702,0.0955176,-0.340825,0.389861,1.2069,236.874,0.119648,-0.198535,0.215901,-0.0511048,0.012488,0.0260231,-0.0149737,-0.0398314,0.0260766,0.0590746,-0.0944989,0.0469985,-0.0718517,1.93304,9.3253,2.93047,24.5695,411.877,48.8287,1.81727,-0.140554,-0.00509075,0.0145557,-0.0167564,0.00825804,-0.00527487,0.00265396,-0.00389461,0.00386275,-0.00452142,0.0147531,-0.0160355,0.0100655,0.00743062
C8,A. dorsata,Honey bee,0.0100798,0.0044755,0.00548934,-0.00361931,-0.0272689,0.00470619,0.00351245,-0.0205506,0.0261333,1.27138,0.153072,-0.155062,0.0885671,0.00293601,0.00966781,-0.00629721,0.0113349,-0.0157428,0.018334,-0.00879995,-0.00826741,0.0377942,-0.0116778,-0.00111523,0.00190781,-0.00211855,-0.00402661,-0.0247343,0.0298784,-0.00110465,-0.00705077,0.00968814,-0.00709594,0.00533532,0.000752098,-0.0113503,0.000495862,0.0121971,0.672532,-0.0001988,-0.00483431,0.0123201,-0.0141472,-0.000875601,0.0101621,-0.0604991,0.0562997,-0.00405515,0.00821966,-0.0232948,0.0170161,0.0187653,-0.0235806,0.027874,-0.0368567,0.00719609,0.00857009,-0.016672,0.0127796,-0.0121688,-0.0316963,0.518217,-0.469373,0.0154833,18.7038,38.0128,81.4118,14.106,0.0800381,0.0119662,-0.0522586,0.954125,0.519865,0.000849491,0.0010953,-0.0111888,0.00505712,0.0181304,0.0238353,-0.0349203,-0.151125,0.167811,-0.011087,0.00912382,-0.00335139,0.026709,0.00968365,-0.0454632,0.0174284,-0.00766261,-0.00448336,0.00748414,-0.00489605,-0.0131758,0.0371218,-0.00978874,-0.0100744,0.01097,0.00270133,-0.00243623,-0.014209,-0.187166,0.105721,0.125423,-0.00996016,-0.0165198,-0.0381418,0.0147618,-0.0210427,0.0087776,0.00576978,0.00587692,0.105925,6.81781,11.4774,18.0102,2.34577,154.286,15.8583,117.444,1960.88,11.6476,0.458562,27.3091,0.0815052,0.0896008,1.36068,-0.189616,-0.0578641,16.7436,2.74581,18.243,14.2929,192.827,3231.45,42.6581,33.8327,37.8294,14.5703,44.7144,23.6268,73.1235,48.8226,78.9078,133.895,235.012,1084.46,3286.3,5058.98,1005.63,4774.04,951.102,7885.82,4909,8889.16,3883.73,12683.1,6605.23,2189.46,933.721,5314.97,3870.53,3807.33,2638.09,5779.2,2394.15,334.248,41.1767,1396.03,1683.68,0.0654554,6.6363,0.35792,2.35E-10,2.35E-10,2.35E-10,2.35E-10,2.35E-10,2.35E-10,0.222962,1.11958,-0.227669,2.35E-10,2.35E-10,2.35E-10,2.35E-10,2.35E-10,2.35E-10,13.8864,-0.46935,2.35E-10,0.0220131,-0.0220131,2.35E-10,2.35E-10,2.35E-10,2.35E-10,0.149068,4.24253,0.0712155,0.0311172,12.4005,0.129485,-0.00177632,0.15158,-0.0678198,0.0756337,-0.0130484,-0.000296017,2.35E-10,-0.0166193,0.16572,4.78716,10.9791,10.9037,22.4168,39.1801,18.6107,99.2872,1051.8,74.4361,15.9783,4.28864,3.34091,36.6754,29.9226,-0.0512681,0.0467701,2.32E-10,2.32E-10,2.32E-10,2.32E-10,2.32E-10,2.32E-10,2.32E-10,2.32E-10
C9,A. dorsata,Honey bee,-0.00286988,0.01035,-0.00481076,0.010875,-0.0124723,-0.00715611,0.00908703,-0.000316902,0.00559373,-0.00394574,-0.000471534,-0.0317868,0.0374807,0.00328322,-0.000230287,-0.0200047,0.00906881,0.0124161,-0.00860591,-0.00803163,0.00400807,0.0125574,-0.0133159,0.0183742,-0.00708461,0.00433004,-0.00930513,-0.00753003,0.00360158,0.00453413,-0.0015398,-0.00775397,0.00203114,-0.00092827,0.0234731,-0.0138776,0.0166888,-0.000886912,-0.018352,0.00732561,-0.0065294,0.00298207,-0.000263456,-0.0308374,0.0152454,-0.00587054,0.0607091,-0.040113,-0.0101493,0.0448505,1.14743,0.0192032,1.07236,0.199169,0.0300244,-0.00970867,0.0218602,0.235767,1.25071,0.00454054,-0.0160171,0.353125,0.0297399,0.00953022,14.8704,14.4503,43.8258,4.27127,0.0135875,0.162027,14.3003,0.547689,2.32788,0.00992711,0.00506137,0.000277131,0.0103032,-0.00130034,11.3103,1.60671,-0.0341428,0.0113312,-0.0110236,0.0302994,-0.0029561,0.0397943,-0.0129945,-0.0269658,-0.0705699,0.0684918,-0.0281804,3.25238,0.271565,-0.00813962,0.00964496,0.0228299,-0.0228548,0.0108105,-0.00332769,0.010067,-0.0202879,-0.0145477,-0.0150099,0.0347372,-0.00626423,0.00740595,-0.0115296,0.00340254,0.000303365,-0.010202,-0.00400179,0.679483,1.61859,8.96086,166.367,199.048,18.0931,103.733,16.5855,105.33,2014.68,5.33732,0.384866,18.1694,0.211087,9.27691,19.7669,-0.178466,0.547818,2.81333,1.65926,21.2601,24.8841,170.419,3346.04,45.3451,27.6727,35.8338,17.9205,23.4939,27.8072,70.8484,50.0394,74.8646,451.029,290.067,834.131,3018.01,5049.81,981.021,4511.49,847.546,7985.69,5372.18,9849.89,3676.8,12362.3,6932.46,1446.51,845.193,4595.02,4096.92,4071.63,2907.06,5887.17,2514.82,330.856,47.4036,1472.72,1728.17,0.0254608,14.6277,0.961156,-0.0162806,0.00369264,6.64E-12,6.64E-12,6.64E-12,6.64E-12,0.000268618,0.585464,1.54242,13.8485,-0.0153988,6.58E-12,5.62423,17.4506,33.6241,23.192,68.6777,20.0454,0.0344225,-0.00107639,0.000153609,0.0109254,12.8173,13.6084,14.5591,18.2861,5.08484,5.82376,14.5154,1.10537,0.0608535,2.18746,13.9078,2.49104,7.3123,0.884496,-0.051196,-0.152647,8.40328,102.934,0.0715231,0.0442894,7.68975,10.3056,2.85246,3.24911,184.845,8.51708,0.745379,5.68414,13.6399,38.9192,34.5312,-0.116199,-0.000560139,7.16E-12,7.16E-12,7.16E-12,7.16E-12,7.16E-12,7.16E-12,7.16E-12,7.16E-12
