ppm,intensity
15.023602391436341,3855.25
15.023288768978674,3502.75
15.022975146521006,3332.5
15.022661524063338,3302.0
15.02234790160567,2847.25
15.022034279148002,2175.0
15.021720656690334,2414.5
15.021407034232666,3536.0
15.021093411774999,4043.0
15.02077978931733,4468.25
15.020466166859663,5003.5
15.020152544401995,5530.5
15.019838921944327,5375.75
15.01952529948666,4768.75
15.019211677028991,4704.25
15.018898054571324,4653.0
15.018584432113656,4067.75
15.018270809655988,3739.75
15.01795718719832,3938.0
15.017643564740652,3956.0
15.017329942282984,4337.0
15.017016319825316,5442.25
15.016702697367649,5503.5
15.01638907490998,4949.25
15.016075452452313,5107.5
15.015761829994645,5215.25
15.015448207536977,5271.25
15.015134585079307,4695.75
15.01482096262164,3471.5
15.014507340163972,3198.5
15.014193717706304,3294.75
15.013880095248636,3755.25
15.013566472790968,4334.75
15.0132528503333,3517.5
15.012939227875632,2844.25
15.012625605417965,2880.0
15.012311982960297,3672.75
15.011998360502629,4433.0
15.011684738044961,4868.75
15.011371115587293,4740.25
15.011057493129625,4586.0
15.010743870671957,4648.25
15.01043024821429,3546.25
15.010116625756622,2444.25
15.009803003298954,3125.0
15.009489380841286,4044.25
15.009175758383618,3676.75
15.00886213592595,3724.0
15.008548513468282,4159.25
15.008234891010614,4888.75
15.007921268552947,5711.0
15.007607646095279,5764.5
15.007294023637611,5244.5
15.006980401179943,5940.25
15.006666778722275,7035.0
15.006353156264606,6430.75
15.006039533806938,6707.25
15.00572591134927,7161.75
15.005412288891602,6598.25
15.005098666433934,5969.5
15.004785043976266,6243.0
15.004471421518598,6647.25
15.00415779906093,6002.25
15.003844176603263,5441.5
15.003530554145595,5779.5
15.003216931687927,5008.25
15.002903309230259,3167.75
15.002589686772591,2789.5
15.002276064314923,3404.25
15.001962441857255,3508.75
15.001648819399588,3284.5
15.00133519694192,3248.5
15.001021574484252,3527.5
15.000707952026584,4239.5
15.000394329568916,3411.75
15.000080707111248,2605.25
14.99976708465358,3262.75
14.999453462195913,4506.5
14.999139839738245,4905.0
14.998826217280577,4610.25
14.998512594822909,3603.5
14.998198972365241,2633.75
14.997885349907573,2595.0
14.997571727449905,2769.5
14.997258104992236,3227.5
14.996944482534568,4381.5
14.9966308600769,5232.0
14.996317237619232,4840.5
14.996003615161564,4761.0
14.995689992703896,5048.0
14.995376370246229,5299.5
14.99506274778856,6050.75
